id,aspect_list,prediction,filename,clap_score,fad_score
cb2cb697bc5bea9d0daf0e36e69d1c32,"['acoustic drums', 'female singer', 'inspiring', 'keyboard harmony', 'medium tempo', 'steady drumming']","This uplifting track features a medium-paced acoustic drum pattern accompanied by soaring vocals from a female lead singer. Keyboard harmonies add depth and texture to the arrangement. Throughout the verses and choruses, steady drumming underscores the emotional intensity, punctuated by moments of restrained restraint. As the vocalist's emotive delivery reaches its peak, keyboard lines swell in unison, creating a rousing crescendo that culminates in a triumphant finale.",cb2cb697bc5bea9d0daf0e36e69d1c32.wav,0.551458477973938,1.0176471580432287
718b25e382eab658978ba85233139769,"['slow tempo', 'soothing', 'trumpets']","This melancholic piece unfolds at a contemplative slow pace, its soothing atmosphere crafted by gentle trumpeting phrases that float above a minimalist piano accompaniment. Muted brass tones provide a subtle warmth, while legato phrasing and sparse harmonies create an air of intimacy. A muted string section underscores the emotional depth, punctuated by occasional restrained drumbeats in a delicate balance of texture and tone, evoking feelings of quiet reflection.",718b25e382eab658978ba85233139769.wav,0.2616880238056183,1.5000489462779394
1a02eb08a3ef4478f3a8f6fdb5910c57,"['drums', 'flat male vocal', 'fun', 'groovy bass', 'groovy piano chords', 'happy', 'joyful', 'passionate female vocal', 'punchy kick', 'shimmering shakers']","This upbeat track features a driving punchy kick drumbeat accompanied by infectious groovy basslines and shimmering shaker percussion. A flat-toned male vocalist delivers catchy hooks over simple yet effective piano chord progressions, which add to the overall sense of joyfulness. Meanwhile, a soaring passionate female lead vocal injects emotional depth into the proceedings, her voice blending seamlessly with the male counterpart in a delightful call-and-response dynamic.",1a02eb08a3ef4478f3a8f6fdb5910c57.wav,0.5471911430358887,1.1320700158046118
b05607cf8dfb21a45c370b1836699729,"['digital drums', 'medium tempo', 'spiritual']","This mid-tempo track unfolds on a foundation of driving digital drum patterns, punctuated by crisp hi-hat snaps and deep bass kicks. Ethereal synths weave in atmospheric pads, conjuring an otherworldly ambiance that underscores the spiritual themes at play. Gossamer piano lines dance above, their introspective melodies tinged with hope and longing amidst the darkness, while soaring vocal harmonies distill the essence of devotion into haunting, anthemic choruses.",b05607cf8dfb21a45c370b1836699729.wav,0.5801320672035217,1.0792728175090185
594a9d268c2c738ebea298e72ad6efcf,"['folk', 'fun', 'male vocalist', 'soft']","A gentle acoustic guitar accompaniment sets the soothing tone for this folk-inspired track featuring a soft-spoken male vocalist. Whimsical fingerpicking patterns dance beneath his warm, raspy vocals, evoking carefree summertime nostalgia. A lilting waltz rhythm underscores the laid-back atmosphere, while subtle harmonies add depth without overpowering the intimate delivery. Dynamics range from hushed whispers to softly emphasized lines, creating a cozy sense of camaraderie reminiscent of campfireside sing-alongs.",594a9d268c2c738ebea298e72ad6efcf.wav,0.5038509368896484,0.9257069338725439
45063c2a522c2d3c24740bf8e50913a6,"['clapping', 'emotional', 'energetic', 'exciting', 'fast tempo', 'female singer', 'funky', 'keyboard harmony', 'male singer', 'passionate', 'pop', 'r&b', 'rock', 'romantic', 'slow tempo']","This energetic pop-R&B-rock ballad features dual lead vocals from both male and female singers delivering impassioned performances over driving guitars and pulsing keyboard harmonies. Clap-along rhythms propel the upbeat sections while slow-burning moments showcase soaring melodies and heartfelt lyrics. Dynamics shift dramatically throughout the track, creating tension before resolving into romantic declarations. A mix of fast-paced and slower tempos keeps the emotional energy high, making this a standout in its genre.",45063c2a522c2d3c24740bf8e50913a6.wav,0.6199601888656616,1.0902035941050878
ad770d17cbcb920f0ee11ed2aefcf6ab,"['emotional', 'flat male vocal', 'groovy', 'inspiring', 'male singer', 'movie soundtrack', 'passionate', 'piano']","A soaring piano-driven ballad featuring a flat, emotive male vocalist conveys a sense of yearning passion. Groove-oriented chord progressions propel the track forward, underscoring the heartfelt lyrics. A sweeping orchestral arrangement swells in the background, heightening the emotional impact. Dynamics shift from soft introspection to rousing crescendos, reflecting the intensity of the vocals. Production is cinematic, evoking a movie soundtrack feel that amplifies the inspirational message.",ad770d17cbcb920f0ee11ed2aefcf6ab.wav,0.449077308177948,1.2564588893817297
5d47d6e88ee6bab71bdc0c3dcf51ae12,"['bass', 'claps', 'energetic', 'joyful', 'passionate', 'pop', 'punchy kick']","This upbeat pop track begins with a driving bassline that propels the energetic beat forward, accompanied by snappy claps that add a playful touch. A punchy kick drum provides the foundation for the infectious rhythm, while bright synthesizers inject joyous melodies throughout. As the chorus kicks in, layered harmonies and soaring vocals convey passionate intensity, creating a feel-good atmosphere that's impossible to resist.",5d47d6e88ee6bab71bdc0c3dcf51ae12.wav,0.6524174213409424,1.0994587649272314
da29308890c073369a9d6fea545c651d,"['electric guitar', 'energetic', 'groovy', 'upbeat']","This high-energy track is driven by pulsating electric guitars delivering bright, crisp riffs and chunky chords in a lively, bouncy groove. Snappy snare drumbeats propel the energetic tempo forward, while infectious basslines provide the rhythmic foundation for this danceable tune. Catchy melodies emerge through layered harmonies adding depth without overwhelming the driving rhythms, creating an irresistible blend of sonic energy and carefree spirit. Sonic details showcase masterful use of tone and distortion.",da29308890c073369a9d6fea545c651d.wav,0.5724115967750549,1.1728537191317907
d4e8b6920accb9e8a43852df736f1d90,"['e-guitar', 'fast tempo', 'hard rock', 'rock']","This high-energy hard rock track bursts forth with crunching e-guitar riffs that rip through driving rhythms at breakneck speed. Pounding drums propel forward with relentless intensity while powerful basslines throb beneath, underscoring pummeling chord progressions in a frenetic dance between verse and chorus. Vocalist screams atop this maelstrom, melodies slicing through the din like razor-sharp shards of sound amidst searing solos that catapult the arrangement into stratospheric heights before crashing back down for more sonic devastation.",d4e8b6920accb9e8a43852df736f1d90.wav,0.329734742641449,1.2101283778117529
