id,aspect_list,prediction,filename,clap_score,fad_score
fc382d0ae2b46bd0538115871469af28,"['ambient noises', 'ambient sounds', 'digital drums', 'electronic music', 'emotional', 'energetic', 'groovy bass line', 'keyboard', 'keyboard accompaniment', 'male singer', 'medium tempo', 'metal', 'piano accompaniment']","This energetic electronic track is marked by its driving digital drum pattern and prominent groovy bassline, which propel the medium-tempo composition forward. A melancholic male vocalist delivers emotive lyrics over soothing keyboard accompaniments featuring gentle piano melodies amidst ambient soundscapes and subtle noise textures. Dynamic shifts in volume add tension as metallic accents punctuate the atmospheric backdrop, creating an immersive experience that balances cathartic intensity with introspective calmness throughout.",fc382d0ae2b46bd0538115871469af28.wav,0.4284350872039795,0.8564571127092889
2bb4b92eba27ea6acac7473a6d6b24d0,"['cheerful', 'country music', 'fast tempo', 'no voice', 'playful', 'rock', 'trumpets', 'upbeat']","This upbeat country-rock tune kicks off with a lively trumpet fanfare before launching into a rapid-fire rhythmic pattern driven by electric guitars and thumping bass. A pulsating beat propels the track forward as infectious harmonies and crisp horn riffs trade off in a joyful call-and-response sequence. Playfully irreverent instrumental breaks punctuate the energetic arrangement, creating a carefree atmosphere perfect for dancing along to its unbridled energy and cheerful spirit.",2bb4b92eba27ea6acac7473a6d6b24d0.wav,0.45529916882514954,1.0417196437513878
0f698b0297962863c59b64ab2382760c,"['acoustic drums', 'acoustic guitar', 'aggressive', 'bass', 'bass guitar', 'cello', 'electric guitar', 'electronic drums', 'female vocal', 'flute', 'gentle', 'heavy metal', 'intense', 'keyboard', 'male vocal', 'male voice', 'medium tempo', 'movie music', 'orchestra', 'piano', 'rock music', 'strings']","This epic heavy metal track begins with an ominous cello intro, introducing an orchestra-backed male vocalist who unleashes intense screams amidst crashing electronic drums and pounding bass guitar riffs. As acoustic guitars enter, they're soon overpowered by screaming electric guitars, while a female singer joins in with soaring melodies above a driving keyboard solo. Flutes add airy texture beneath crushing strings and a pummeling drum machine beat, creating a cinematic rock opera atmosphere reminiscent of movie soundtracks.",0f698b0297962863c59b64ab2382760c.wav,0.63312166929245,0.885372488180404
5456c0ff1e48d414af58de19a21e2075,"['acoustic drums', 'acoustic guitar', 'bass guitar', 'cheerful', 'country music', 'drums', 'e-guitar', 'electric guitar', 'energetic', 'fast tempo', 'female vocal', 'fun', 'groovy', 'happy', 'male vocal', 'male vocalist', 'medium tempo', 'pop', 'pop rock', 'rock', 'steady drumming', 'upbeat']","This upbeat pop-rock track features a driving beat from acoustic drums and steady bass lines accompanied by strummed electric guitars and twangy e-guitars creating a groovy atmosphere. Cheerful male vocals trade off with happy female harmonies, showcasing catchy melodies over energetic chord progressions. A fast-paced tempo propels the lively tune forward while maintaining a medium energy level throughout. The overall sound is carefree, fun, and reminiscent of classic country-pop fusion.",5456c0ff1e48d414af58de19a21e2075.wav,0.5359588265419006,0.7646705195105127
bf27536a1f56feefc2b606c4305dbe21,"['male voice', 'movie music', 'passionate']","A sweeping orchestral score unfolds over a backdrop of pulsing piano accompaniment, set against the emotive lines of a solo male vocalist whose impassioned delivery conveys heartbreak and longing. Strings swell in dramatic crescendos, underscoring every phrase's intensity while subtle woodwind textures add a sense of intimacy to this cinematic ballad. A soaring chorus bursts forth, driven by layered harmonies and a building rhythmic momentum that propels the emotional narrative forward, conjuring images of classic Hollywood drama.",bf27536a1f56feefc2b606c4305dbe21.wav,0.2515266537666321,1.0979970380461266
6e7ed4482a001efb6171ac55a05e5043,"['cinematic', 'drums', 'folk', 'house', 'slow tempo', 'soulful']","This cinematic house track unfolds at a slow tempo, its soulful atmosphere evoking intimacy and introspection. A minimalist drum pattern provides subtle foundation, while haunting folk-inspired melodies waft through lush synthesizer textures, often doubling in thirds for added depth. Earthy percussion and organic woodwinds inject rustic warmth into this nocturnal soundscape, where ambient pads subtly swell beneath a sparse piano accompaniment creating a contemplative mood. Softly filtered vocals add vulnerability, bridging genres in a timeless blend of traditional and electronic elements.",6e7ed4482a001efb6171ac55a05e5043.wav,0.41476309299468994,0.9077402636206201
c9cc2326d841d3449d929740500104da,"['acoustic drums', 'funky', 'male vocal', 'slower tempo', 'strings']","This mid-tempo track features acoustic drumming with driving kick-snare patterns and syncopated hi-hat work, underpinning a funky bassline that propels the song forward. A soulful male vocalist delivers emotive lyrics over melancholic guitar arpeggios and atmospheric string swells. Harmonies from lush orchestral strings add depth to the arrangement, complementing the warm, intimate tone of the lead vocals in this introspective, feel-good tune marked by subtle dynamic shifts and rich texture.",c9cc2326d841d3449d929740500104da.wav,0.48145341873168945,0.9871473595297388
4ec59a6ce4015218a97ca7ffb33ff802,"['emotional', 'fast tempo', 'male singer', 'passionate', 'piano accompaniment']","This high-energy track features a male vocalist pouring his heart out over a driving piano accompaniement in a soaring display of emotional intensity. A frantic tempo propels the listener forward, underscoring the passionate lyrics delivered by the emotive singer. Arpeggiated chords dance beneath the vocalist's cries, conjuring up feelings of urgency and desperation. As the song builds towards its climax, dynamic swells highlight the performer's raw emotion, crafting a truly unforgettable listening experience.",4ec59a6ce4015218a97ca7ffb33ff802.wav,0.4724132716655731,0.8931160256063989
f756db80fa5938895f7419787241cd19,"['acoustic drums', 'acoustic guitar', 'bass', 'guitar', 'jazz', 'moderate tempo', 'no voices', 'uptempo', 'violin']","This jazz-influenced instrumental piece features an uptempo moderate tempo pace, driven by crisp acoustic drum patterns and pulsing bass lines underpinned by lilting violin melodies. Acoustic guitar provides subtle chordal accompaniment amidst intricate interplay with the violin's soaring solos and double stops. Guitar adds atmospheric textures through judicious use of reverb-drenched chords and percussive strumming effects, while the overall sound is characterized by dynamic shifts in intensity and tone coloration throughout.",f756db80fa5938895f7419787241cd19.wav,0.45066046714782715,0.8721794768965295
b1562025d2cb15d7fbc4fcf184e18beb,"['acoustic guitar', 'fast tempo', 'house', 'percussion']","This upbeat house track is driven by a pulsating acoustic guitar riff played at a frenetic pace, propelling the listener forward through its energetic rhythm section featuring snappy percussion hits. The rhythmic foundation is reinforced by syncopated drum patterns and sharp hi-hat accents, creating a dynamic tension that underscores the driving beat. As the energy builds, melodic snippets emerge above the guitar's percussive strumming, adding an infectious hook amidst the dancefloor-friendly atmosphere.",b1562025d2cb15d7fbc4fcf184e18beb.wav,0.5237224102020264,0.8735370322859338
